Union,date,week
34.55,2011-03-15,1111
34.4,2011-03-16,1111
34.26,2011-03-17,1111
34.11,2011-03-18,1111
34.03,2011-03-19,1111
33.94,2011-03-20,1111
33.85,2011-03-21,1112
33.77,2011-03-22,1112
33.68,2011-03-23,1112
33.54,2011-03-24,1112
33.4,2011-03-25,1112
33.28,2011-03-26,1112
33.16,2011-03-27,1112
33.04,2011-03-28,1113
32.92,2011-03-29,1113
32.8,2011-03-30,1113
32.67,2011-03-31,1113
32.49,2011-04-01,1113
32.46,2011-04-02,1113
32.42,2011-04-03,1113
32.38,2011-04-04,1114
32.34,2011-04-05,1114
32.28,2011-04-06,1114
32.22,2011-04-07,1114
32.12,2011-04-08,1114
32.14,2011-04-09,1114
32.16,2011-04-10,1114
32.18,2011-04-11,1115
32.2,2011-04-12,1115
32.22,2011-04-13,1115
32.23,2011-04-14,1115
32.19,2011-04-15,1115
32.21,2011-04-16,1115
32.24,2011-04-17,1115
32.27,2011-04-18,1116
32.3,2011-04-19,1116
32.33,2011-04-20,1116
32.32,2011-04-21,1116
32.37,2011-04-22,1116
32.42,2011-04-23,1116
32.47,2011-04-24,1116
32.52,2011-04-25,1117
32.56,2011-04-26,1117
32.61,2011-04-27,1117
32.6,2011-04-28,1117
32.59,2011-04-29,1117
32.66,2011-04-30,1117
32.72,2011-05-01,1117
32.79,2011-05-02,1118
32.85,2011-05-03,1118
32.92,2011-05-04,1118
32.9,2011-05-05,1118
32.81,2011-05-06,1118
32.81,2011-05-07,1118
32.81,2011-05-08,1118
32.81,2011-05-09,1119
32.81,2011-05-10,1119
32.8,2011-05-11,1119
32.79,2011-05-12,1119
32.77,2011-05-13,1119
32.79,2011-05-14,1119
32.81,2011-05-15,1119
32.82,2011-05-16,1120
32.83,2011-05-17,1120
32.85,2011-05-18,1120
32.81,2011-05-19,1120
32.77,2011-05-20,1120
32.72,2011-05-21,1120
32.67,2011-05-22,1120
32.66,2011-05-23,1121
32.64,2011-05-24,1121
32.63,2011-05-25,1121
32.54,2011-05-26,1121
32.41,2011-05-27,1121
32.41,2011-05-28,1121
32.4,2011-05-29,1121
32.4,2011-05-30,1122
32.4,2011-05-31,1122
32.36,2011-06-01,1122
32.33,2011-06-02,1122
32.29,2011-06-03,1122
32.36,2011-06-04,1122
32.43,2011-06-05,1122
32.5,2011-06-06,1123
32.58,2011-06-07,1123
32.65,2011-06-08,1123
32.62,2011-06-09,1123
32.54,2011-06-10,1123
32.54,2011-06-11,1123
32.55,2011-06-12,1123
32.55,2011-06-13,1124
32.56,2011-06-14,1124
32.56,2011-06-15,1124
32.59,2011-06-16,1124
32.63,2011-06-17,1124
32.69,2011-06-18,1124
32.67,2011-06-19,1124
32.66,2011-06-20,1125
32.65,2011-06-21,1125
32.68,2011-06-22,1125
32.67,2011-06-23,1125
32.65,2011-06-24,1125
32.68,2011-06-25,1125
32.7,2011-06-26,1125
32.72,2011-06-27,1126
32.75,2011-06-28,1126
32.77,2011-06-29,1126
32.74,2011-06-30,1126
32.71,2011-07-01,1126
32.67,2011-07-02,1126
32.63,2011-07-03,1126
32.59,2011-07-04,1127
32.54,2011-07-05,1127
32.5,2011-07-06,1127
32.45,2011-07-07,1127
32.41,2011-07-08,1127
32.44,2011-07-09,1127
32.47,2011-07-10,1127
32.5,2011-07-11,1128
32.53,2011-07-12,1128
32.56,2011-07-13,1128
32.61,2011-07-14,1128
32.65,2011-07-15,1128
32.67,2011-07-16,1128
32.69,2011-07-17,1128
32.71,2011-07-18,1129
32.73,2011-07-19,1129
32.75,2011-07-20,1129
32.74,2011-07-21,1129
32.74,2011-07-22,1129
32.72,2011-07-23,1129
32.71,2011-07-24,1129
32.69,2011-07-25,1130
32.67,2011-07-26,1130
32.66,2011-07-27,1130
32.62,2011-07-28,1130
32.58,2011-07-29,1130
32.57,2011-07-30,1130
32.57,2011-07-31,1130
32.56,2011-08-01,1131
32.55,2011-08-02,1131
32.55,2011-08-03,1131
32.54,2011-08-04,1131
32.53,2011-08-05,1131
32.54,2011-08-06,1131
32.56,2011-08-07,1131
32.58,2011-08-08,1132
32.6,2011-08-09,1132
32.62,2011-08-10,1132
32.61,2011-08-11,1132
32.57,2011-08-12,1132
32.55,2011-08-13,1132
32.51,2011-08-14,1132
32.48,2011-08-15,1133
32.44,2011-08-16,1133
32.41,2011-08-17,1133
32.41,2011-08-18,1133
32.41,2011-08-19,1133
32.43,2011-08-20,1133
32.45,2011-08-21,1133
32.47,2011-08-22,1134
32.49,2011-08-23,1134
32.51,2011-08-24,1134
32.55,2011-08-25,1134
32.6,2011-08-26,1134
32.62,2011-08-27,1134
32.64,2011-08-28,1134
32.66,2011-08-29,1135
32.69,2011-08-30,1135
32.71,2011-08-31,1135
32.69,2011-09-01,1135
32.66,2011-09-02,1135
32.68,2011-09-03,1135
32.69,2011-09-04,1135
32.7,2011-09-05,1136
32.71,2011-09-06,1136
32.73,2011-09-07,1136
32.66,2011-09-08,1136
32.55,2011-09-09,1136
32.52,2011-09-10,1136
32.5,2011-09-11,1136
32.47,2011-09-12,1137
32.44,2011-09-13,1137
32.42,2011-09-14,1137
32.39,2011-09-15,1137
32.37,2011-09-16,1137
32.38,2011-09-17,1137
32.38,2011-09-18,1137
32.39,2011-09-19,1138
32.39,2011-09-20,1138
32.4,2011-09-21,1138
32.37,2011-09-22,1138
32.29,2011-09-23,1138
32.27,2011-09-24,1138
32.21,2011-09-25,1138
32.15,2011-09-26,1139
32.09,2011-09-27,1139
32.03,2011-09-28,1139
31.97,2011-09-29,1139
31.91,2011-09-30,1139
31.9,2011-10-01,1139
31.89,2011-10-02,1139
31.88,2011-10-03,1140
31.87,2011-10-04,1140
31.86,2011-10-05,1140
31.84,2011-10-06,1140
31.81,2011-10-07,1140
31.82,2011-10-08,1140
31.84,2011-10-09,1140
31.85,2011-10-10,1141
31.86,2011-10-11,1141
31.88,2011-10-12,1141
31.88,2011-10-13,1141
31.82,2011-10-14,1141
31.8,2011-10-15,1141
31.79,2011-10-16,1141
31.8,2011-10-17,1142
31.82,2011-10-18,1142
31.84,2011-10-19,1142
31.85,2011-10-20,1142
31.86,2011-10-21,1142
31.91,2011-10-22,1142
31.97,2011-10-23,1142
32.02,2011-10-24,1143
32.08,2011-10-25,1143
32.13,2011-10-26,1143
32.17,2011-10-27,1143
32.25,2011-10-28,1143
32.34,2011-10-29,1143
32.43,2011-10-30,1143
32.52,2011-10-31,1144
32.62,2011-11-01,1144
32.71,2011-11-02,1144
32.79,2011-11-03,1144
32.87,2011-11-04,1144
32.95,2011-11-05,1144
33.02,2011-11-06,1144
33.1,2011-11-07,1145
33.17,2011-11-08,1145
33.25,2011-11-09,1145
33.33,2011-11-10,1145
33.4,2011-11-11,1145
33.49,2011-11-12,1145
33.58,2011-11-13,1145
33.67,2011-11-14,1146
33.76,2011-11-15,1146
33.85,2011-11-16,1146
34,2011-11-17,1146
34.14,2011-11-18,1146
34.19,2011-11-19,1146
34.24,2011-11-20,1146
34.29,2011-11-21,1147
34.34,2011-11-22,1147
34.39,2011-11-23,1147
34.45,2011-11-24,1147
34.48,2011-11-25,1147
34.49,2011-11-26,1147
34.5,2011-11-27,1147
34.51,2011-11-28,1148
34.52,2011-11-29,1148
34.53,2011-11-30,1148
34.56,2011-12-01,1148
34.58,2011-12-02,1148
34.58,2011-12-03,1148
34.59,2011-12-04,1148
34.62,2011-12-05,1149
34.64,2011-12-06,1149
34.67,2011-12-07,1149
34.68,2011-12-08,1149
34.69,2011-12-09,1149
34.68,2011-12-10,1149
34.67,2011-12-11,1149
34.66,2011-12-12,1150
34.65,2011-12-13,1150
34.64,2011-12-14,1150
34.67,2011-12-15,1150
34.73,2011-12-16,1150
34.76,2011-12-17,1150
34.8,2011-12-18,1150
34.84,2011-12-19,1151
34.88,2011-12-20,1151
34.92,2011-12-21,1151
34.92,2011-12-22,1151
34.92,2011-12-23,1151
34.92,2011-12-24,1151
34.92,2011-12-25,1151
34.92,2011-12-26,1152
34.92,2011-12-27,1152
34.92,2011-12-28,1152
34.92,2011-12-29,1152
34.92,2011-12-30,1152
34.97,2011-12-31,1152
35.01,2012-01-01,1252
35.05,2012-01-02,1201
35.09,2012-01-03,1201
35.13,2012-01-04,1201
35.18,2012-01-05,1201
35.23,2012-01-06,1201
35.24,2012-01-07,1201
35.25,2012-01-08,1201
35.27,2012-01-09,1202
35.28,2012-01-10,1202
35.29,2012-01-11,1202
35.32,2012-01-12,1202
35.32,2012-01-13,1202
35.34,2012-01-14,1202
35.35,2012-01-15,1202
35.37,2012-01-16,1203
35.39,2012-01-17,1203
35.39,2012-01-18,1203
35.41,2012-01-19,1203
35.44,2012-01-20,1203
35.43,2012-01-21,1203
35.44,2012-01-22,1203
35.46,2012-01-23,1204
35.47,2012-01-24,1204
35.48,2012-01-25,1204
35.58,2012-01-26,1204
35.66,2012-01-27,1204
35.72,2012-01-28,1204
35.79,2012-01-29,1204
35.85,2012-01-30,1205
35.91,2012-01-31,1205
35.98,2012-02-01,1205
36.1,2012-02-02,1205
36.22,2012-02-03,1205
36.25,2012-02-04,1205
36.29,2012-02-05,1205
36.32,2012-02-06,1206
36.36,2012-02-07,1206
36.39,2012-02-08,1206
36.45,2012-02-09,1206
36.49,2012-02-10,1206
36.45,2012-02-11,1206
36.42,2012-02-12,1206
36.38,2012-02-13,1207
36.35,2012-02-14,1207
36.31,2012-02-15,1207
36.36,2012-02-16,1207
36.41,2012-02-17,1207
36.39,2012-02-18,1207
36.38,2012-02-19,1207
36.36,2012-02-20,1208
36.34,2012-02-21,1208
36.32,2012-02-22,1208
36.36,2012-02-23,1208
36.4,2012-02-24,1208
36.37,2012-02-25,1208
36.34,2012-02-26,1208
36.3,2012-02-27,1209
36.27,2012-02-28,1209
36.24,2012-02-29,1209
36.23,2012-03-01,1209
36.23,2012-03-02,1209
36.19,2012-03-03,1209
36.15,2012-03-04,1209
36.11,2012-03-05,1210
36.07,2012-03-06,1210
36.03,2012-03-07,1210
35.99,2012-03-08,1210
35.96,2012-03-09,1210
35.91,2012-03-10,1210
35.87,2012-03-11,1210
35.83,2012-03-12,1211
35.79,2012-03-13,1211
35.75,2012-03-14,1211
35.72,2012-03-15,1211
35.71,2012-03-16,1211
35.69,2012-03-17,1211
35.66,2012-03-18,1211
35.64,2012-03-19,1212
35.62,2012-03-20,1212
35.6,2012-03-21,1212
35.61,2012-03-22,1212
35.62,2012-03-23,1212
35.61,2012-03-24,1212
35.6,2012-03-25,1212
35.59,2012-03-26,1213
35.58,2012-03-27,1213
35.57,2012-03-28,1213
35.55,2012-03-29,1213
35.51,2012-03-30,1213
35.49,2012-03-31,1213
35.48,2012-04-01,1213
35.46,2012-04-02,1214
35.44,2012-04-03,1214
35.45,2012-04-04,1214
35.39,2012-04-05,1214
35.34,2012-04-06,1214
35.29,2012-04-07,1214
35.23,2012-04-08,1214
35.18,2012-04-09,1215
35.13,2012-04-10,1215
35.07,2012-04-11,1215
35.03,2012-04-12,1215
34.98,2012-04-13,1215
34.95,2012-04-14,1215
34.92,2012-04-15,1215
34.89,2012-04-16,1216
34.86,2012-04-17,1216
34.83,2012-04-18,1216
34.84,2012-04-19,1216
34.85,2012-04-20,1216
34.86,2012-04-21,1216
34.87,2012-04-22,1216
34.88,2012-04-23,1217
34.88,2012-04-24,1217
34.89,2012-04-25,1217
34.9,2012-04-26,1217
34.9,2012-04-27,1217
34.84,2012-04-28,1217
34.78,2012-04-29,1217
34.73,2012-04-30,1218
34.67,2012-05-01,1218
34.61,2012-05-02,1218
34.61,2012-05-03,1218
34.62,2012-05-04,1218
34.56,2012-05-05,1218
34.5,2012-05-06,1218
34.45,2012-05-07,1219
34.39,2012-05-08,1219
34.33,2012-05-09,1219
34.3,2012-05-10,1219
34.26,2012-05-11,1219
34.19,2012-05-12,1219
34.12,2012-05-13,1219
34.05,2012-05-14,1220
33.97,2012-05-15,1220
33.85,2012-05-16,1220
33.73,2012-05-17,1220
33.6,2012-05-18,1220
33.6,2012-05-19,1220
33.53,2012-05-20,1220
33.45,2012-05-21,1221
33.38,2012-05-22,1221
33.31,2012-05-23,1221
33.32,2012-05-24,1221
33.23,2012-05-25,1221
33.21,2012-05-26,1221
33.19,2012-05-27,1221
33.17,2012-05-28,1222
33.15,2012-05-29,1222
33.13,2012-05-30,1222
33.11,2012-05-31,1222
33.1,2012-06-01,1222
33.09,2012-06-02,1222
33.08,2012-06-03,1222
33.06,2012-06-04,1223
33.05,2012-06-05,1223
33.06,2012-06-06,1223
33.07,2012-06-07,1223
33.07,2012-06-08,1223
33.14,2012-06-09,1223
33.2,2012-06-10,1223
33.26,2012-06-11,1224
33.33,2012-06-12,1224
33.39,2012-06-13,1224
33.48,2012-06-14,1224
33.55,2012-06-15,1224
33.63,2012-06-16,1224
33.71,2012-06-17,1224
33.79,2012-06-18,1225
33.87,2012-06-19,1225
33.95,2012-06-20,1225
34.02,2012-06-21,1225
34.09,2012-06-22,1225
34.17,2012-06-23,1225
34.25,2012-06-24,1225
34.33,2012-06-25,1226
34.41,2012-06-26,1226
34.49,2012-06-27,1226
34.59,2012-06-28,1226
34.69,2012-06-29,1226
34.73,2012-06-30,1226
34.76,2012-07-01,1226
34.8,2012-07-02,1227
34.84,2012-07-03,1227
34.87,2012-07-04,1227
34.96,2012-07-05,1227
35.04,2012-07-06,1227
35.08,2012-07-07,1227
35.12,2012-07-08,1227
35.16,2012-07-09,1228
35.19,2012-07-10,1228
35.23,2012-07-11,1228
35.33,2012-07-12,1228
35.38,2012-07-13,1228
35.4,2012-07-14,1228
35.42,2012-07-15,1228
35.44,2012-07-16,1229
35.46,2012-07-17,1229
35.48,2012-07-18,1229
35.54,2012-07-19,1229
35.59,2012-07-20,1229
35.63,2012-07-21,1229
35.66,2012-07-22,1229
35.7,2012-07-23,1230
35.74,2012-07-24,1230
35.77,2012-07-25,1230
35.8,2012-07-26,1230
35.82,2012-07-27,1230
35.84,2012-07-28,1230
35.86,2012-07-29,1230
35.87,2012-07-30,1231
35.89,2012-07-31,1231
35.9,2012-08-01,1231
35.91,2012-08-02,1231
35.92,2012-08-03,1231
35.92,2012-08-04,1231
35.93,2012-08-05,1231
35.93,2012-08-06,1232
35.93,2012-08-07,1232
35.94,2012-08-08,1232
35.94,2012-08-09,1232
35.94,2012-08-10,1232
35.94,2012-08-11,1232
35.94,2012-08-12,1232
35.94,2012-08-13,1233
35.97,2012-08-14,1233
36.01,2012-08-15,1233
36.1,2012-08-16,1233
36.18,2012-08-17,1233
36.28,2012-08-18,1233
36.38,2012-08-19,1233
36.48,2012-08-20,1234
36.58,2012-08-21,1234
36.68,2012-08-22,1234
36.81,2012-08-23,1234
36.94,2012-08-24,1234
36.97,2012-08-25,1234
37,2012-08-26,1234
37.03,2012-08-27,1235
37.06,2012-08-28,1235
37.09,2012-08-29,1235
37.17,2012-08-30,1235
37.25,2012-08-31,1235
37.25,2012-09-01,1235
37.24,2012-09-02,1235
37.24,2012-09-03,1236
37.24,2012-09-04,1236
37.23,2012-09-05,1236
37.29,2012-09-06,1236
37.34,2012-09-07,1236
37.32,2012-09-08,1236
37.29,2012-09-09,1236
37.27,2012-09-10,1237
37.24,2012-09-11,1237
37.22,2012-09-12,1237
37.16,2012-09-13,1237
37.13,2012-09-14,1237
37.06,2012-09-15,1237
36.99,2012-09-16,1237
36.93,2012-09-17,1238
36.97,2012-09-18,1238
37.01,2012-09-19,1238
37.05,2012-09-20,1238
37.09,2012-09-21,1238
37.09,2012-09-22,1238
37.08,2012-09-23,1238
37.08,2012-09-24,1239
37.08,2012-09-25,1239
37.08,2012-09-26,1239
37.08,2012-09-27,1239
37.06,2012-09-28,1239
37.09,2012-09-29,1239
37.13,2012-09-30,1239
37.16,2012-10-01,1240
37.2,2012-10-02,1240
37.24,2012-10-03,1240
37.22,2012-10-04,1240
37.2,2012-10-05,1240
37.24,2012-10-06,1240
37.27,2012-10-07,1240
37.3,2012-10-08,1241
37.34,2012-10-09,1241
37.37,2012-10-10,1241
37.35,2012-10-11,1241
37.34,2012-10-12,1241
37.4,2012-10-13,1241
37.47,2012-10-14,1241
37.54,2012-10-15,1242
37.6,2012-10-16,1242
37.67,2012-10-17,1242
37.72,2012-10-18,1242
37.77,2012-10-19,1242
37.8,2012-10-20,1242
37.84,2012-10-21,1242
37.87,2012-10-22,1243
37.91,2012-10-23,1243
37.95,2012-10-24,1243
37.98,2012-10-25,1243
37.98,2012-10-26,1243
37.98,2012-10-27,1243
37.98,2012-10-28,1243
37.98,2012-10-29,1244
37.98,2012-10-30,1244
37.98,2012-10-31,1244
37.98,2012-11-01,1244
37.98,2012-11-02,1244
38.02,2012-11-03,1244
38.07,2012-11-04,1244
38.12,2012-11-05,1245
38.16,2012-11-06,1245
38.21,2012-11-07,1245
38.2,2012-11-08,1245
38.22,2012-11-09,1245
38.21,2012-11-10,1245
38.19,2012-11-11,1245
38.17,2012-11-12,1246
38.15,2012-11-13,1246
38.13,2012-11-14,1246
38.07,2012-11-15,1246
37.98,2012-11-16,1246
37.99,2012-11-17,1246
37.99,2012-11-18,1246
38,2012-11-19,1247
38.01,2012-11-20,1247
38.01,2012-11-21,1247
37.99,2012-11-22,1247
37.98,2012-11-23,1247
38.01,2012-11-24,1247
38.04,2012-11-25,1247
38.07,2012-11-26,1248
38.09,2012-11-27,1248
38.12,2012-11-28,1248
38.16,2012-11-29,1248
38.2,2012-11-30,1248
38.3,2012-12-01,1248
38.4,2012-12-02,1248
38.5,2012-12-03,1249
38.6,2012-12-04,1249
38.7,2012-12-05,1249
38.73,2012-12-06,1249
38.75,2012-12-07,1249
38.81,2012-12-08,1249
38.87,2012-12-09,1249
38.93,2012-12-10,1250
38.99,2012-12-11,1250
39.05,2012-12-12,1250
39.06,2012-12-13,1250
39.1,2012-12-14,1250
39.18,2012-12-15,1250
39.27,2012-12-16,1250
39.36,2012-12-17,1251
39.45,2012-12-18,1251
39.54,2012-12-19,1251
39.59,2012-12-20,1251
39.64,2012-12-21,1251
39.63,2012-12-22,1251
39.62,2012-12-23,1251
39.61,2012-12-24,1252
39.59,2012-12-25,1252
39.58,2012-12-26,1252
39.57,2012-12-27,1252
39.56,2012-12-28,1252
39.55,2012-12-29,1252
39.53,2012-12-30,1252
39.72,2012-12-31,1201
39.9,2013-01-01,1301
40.09,2013-01-02,1301
40.28,2013-01-03,1301
40.45,2013-01-04,1301
40.56,2013-01-05,1301
40.68,2013-01-06,1301
40.8,2013-01-07,1302
40.92,2013-01-08,1302
41.03,2013-01-09,1302
41.16,2013-01-10,1302
41.25,2013-01-11,1302
41.26,2013-01-12,1302
41.27,2013-01-13,1302
41.29,2013-01-14,1303
41.3,2013-01-15,1303
41.31,2013-01-16,1303
41.24,2013-01-17,1303
41.17,2013-01-18,1303
41.14,2013-01-19,1303
41.1,2013-01-20,1303
41.07,2013-01-21,1304
41.04,2013-01-22,1304
41.01,2013-01-23,1304
40.95,2013-01-24,1304
40.89,2013-01-25,1304
40.87,2013-01-26,1304
40.86,2013-01-27,1304
40.84,2013-01-28,1305
40.82,2013-01-29,1305
40.81,2013-01-30,1305
40.81,2013-01-31,1305
40.81,2013-02-01,1305
40.81,2013-02-02,1305
40.8,2013-02-03,1305
40.8,2013-02-04,1306
40.79,2013-02-05,1306
40.79,2013-02-06,1306
40.87,2013-02-07,1306
40.94,2013-02-08,1306
40.92,2013-02-09,1306
40.91,2013-02-10,1306
40.89,2013-02-11,1307
40.87,2013-02-12,1307
40.85,2013-02-13,1307
40.85,2013-02-14,1307
40.88,2013-02-15,1307
40.82,2013-02-16,1307
40.76,2013-02-17,1307
40.7,2013-02-18,1308
40.64,2013-02-19,1308
40.57,2013-02-20,1308
40.51,2013-02-21,1308
40.46,2013-02-22,1308
40.43,2013-02-23,1308
40.4,2013-02-24,1308
40.37,2013-02-25,1309
40.34,2013-02-26,1309
40.31,2013-02-27,1309
40.27,2013-02-28,1309
40.24,2013-03-01,1309
40.21,2013-03-02,1309
40.19,2013-03-03,1309
40.16,2013-03-04,1310
40.14,2013-03-05,1310
40.11,2013-03-06,1310
40.1,2013-03-07,1310
40.06,2013-03-08,1310
40.02,2013-03-09,1310
39.98,2013-03-10,1310
39.93,2013-03-11,1311
39.89,2013-03-12,1311
39.85,2013-03-13,1311
39.85,2013-03-14,1311
39.86,2013-03-15,1311
39.86,2013-03-16,1311
39.86,2013-03-17,1311
39.86,2013-03-18,1312
39.86,2013-03-19,1312
39.86,2013-03-20,1312
39.91,2013-03-21,1312
39.94,2013-03-22,1312
39.93,2013-03-23,1312
39.92,2013-03-24,1312
39.91,2013-03-25,1313
39.9,2013-03-26,1313
39.92,2013-03-27,1313
39.97,2013-03-28,1313
40.02,2013-03-29,1313
40.07,2013-03-30,1313
40.12,2013-03-31,1313
40.17,2013-04-01,1314
40.22,2013-04-02,1314
40.27,2013-04-03,1314
40.33,2013-04-04,1314
40.4,2013-04-05,1314
40.44,2013-04-06,1314
40.48,2013-04-07,1314
40.52,2013-04-08,1315
40.56,2013-04-09,1315
40.61,2013-04-10,1315
40.6,2013-04-11,1315
40.54,2013-04-12,1315
40.49,2013-04-13,1315
40.44,2013-04-14,1315
40.39,2013-04-15,1316
40.34,2013-04-16,1316
40.29,2013-04-17,1316
40.28,2013-04-18,1316
40.27,2013-04-19,1316
40.18,2013-04-20,1316
40.09,2013-04-21,1316
40,2013-04-22,1317
39.9,2013-04-23,1317
39.81,2013-04-24,1317
39.71,2013-04-25,1317
39.6,2013-04-26,1317
39.51,2013-04-27,1317
39.43,2013-04-28,1317
39.34,2013-04-29,1318
39.26,2013-04-30,1318
39.29,2013-05-01,1318
39.31,2013-05-02,1318
39.33,2013-05-03,1318
39.35,2013-05-04,1318
39.38,2013-05-05,1318
39.4,2013-05-06,1319
39.43,2013-05-07,1319
39.5,2013-05-08,1319
39.58,2013-05-09,1319
39.66,2013-05-10,1319
39.72,2013-05-11,1319
39.78,2013-05-12,1319
39.84,2013-05-13,1320
39.9,2013-05-14,1320
39.97,2013-05-15,1320
40.04,2013-05-16,1320
40.09,2013-05-17,1320
40.13,2013-05-18,1320
40.17,2013-05-19,1320
40.21,2013-05-20,1321
40.24,2013-05-21,1321
40.28,2013-05-22,1321
40.32,2013-05-23,1321
40.35,2013-05-24,1321
40.39,2013-05-25,1321
40.44,2013-05-26,1321
40.48,2013-05-27,1322
40.53,2013-05-28,1322
40.59,2013-05-29,1322
40.62,2013-05-30,1322
40.65,2013-05-31,1322
40.66,2013-06-01,1322
40.68,2013-06-02,1322
40.69,2013-06-03,1323
40.7,2013-06-04,1323
40.72,2013-06-05,1323
40.71,2013-06-06,1323
40.66,2013-06-07,1323
40.65,2013-06-08,1323
40.63,2013-06-09,1323
40.62,2013-06-10,1324
40.6,2013-06-11,1324
40.59,2013-06-12,1324
40.55,2013-06-13,1324
40.51,2013-06-14,1324
40.54,2013-06-15,1324
40.61,2013-06-16,1324
40.67,2013-06-17,1325
40.74,2013-06-18,1325
40.81,2013-06-19,1325
40.86,2013-06-20,1325
40.91,2013-06-21,1325
40.95,2013-06-22,1325
41,2013-06-23,1325
41.04,2013-06-24,1326
41.09,2013-06-25,1326
41.13,2013-06-26,1326
41.19,2013-06-27,1326
41.19,2013-06-28,1326
41.2,2013-06-29,1326
41.21,2013-06-30,1326
41.22,2013-07-01,1327
41.23,2013-07-02,1327
41.24,2013-07-03,1327
41.19,2013-07-04,1327
41.14,2013-07-05,1327
41.1,2013-07-06,1327
41.06,2013-07-07,1327
41.02,2013-07-08,1328
40.98,2013-07-09,1328
40.94,2013-07-10,1328
40.9,2013-07-11,1328
40.88,2013-07-12,1328
40.87,2013-07-13,1328
40.85,2013-07-14,1328
40.83,2013-07-15,1329
40.8,2013-07-16,1329
40.78,2013-07-17,1329
40.79,2013-07-18,1329
40.79,2013-07-19,1329
40.78,2013-07-20,1329
40.78,2013-07-21,1329
40.77,2013-07-22,1330
40.76,2013-07-23,1330
40.76,2013-07-24,1330
40.75,2013-07-25,1330
40.75,2013-07-26,1330
40.73,2013-07-27,1330
40.71,2013-07-28,1330
40.7,2013-07-29,1331
40.68,2013-07-30,1331
40.66,2013-07-31,1331
40.63,2013-08-01,1331
40.62,2013-08-02,1331
40.62,2013-08-03,1331
40.61,2013-08-04,1331
40.6,2013-08-05,1332
40.62,2013-08-06,1332
40.65,2013-08-07,1332
40.62,2013-08-08,1332
40.6,2013-08-09,1332
40.57,2013-08-10,1332
40.55,2013-08-11,1332
40.52,2013-08-12,1333
40.52,2013-08-13,1333
40.52,2013-08-14,1333
40.5,2013-08-15,1333
40.52,2013-08-16,1333
40.54,2013-08-17,1333
40.56,2013-08-18,1333
40.58,2013-08-19,1334
40.58,2013-08-20,1334
40.58,2013-08-21,1334
40.57,2013-08-22,1334
40.55,2013-08-23,1334
40.53,2013-08-24,1334
40.51,2013-08-25,1334
40.49,2013-08-26,1335
40.44,2013-08-27,1335
40.39,2013-08-28,1335
40.36,2013-08-29,1335
40.33,2013-08-30,1335
40.3,2013-08-31,1335
40.28,2013-09-01,1335
40.26,2013-09-02,1336
40.25,2013-09-03,1336
40.24,2013-09-04,1336
40.19,2013-09-05,1336
40.14,2013-09-06,1336
40.09,2013-09-07,1336
40.04,2013-09-08,1336
40,2013-09-09,1337
39.99,2013-09-10,1337
39.99,2013-09-11,1337
40.03,2013-09-12,1337
40.07,2013-09-13,1337
40.14,2013-09-14,1337
40.21,2013-09-15,1337
40.29,2013-09-16,1338
40.42,2013-09-17,1338
40.55,2013-09-18,1338
40.69,2013-09-19,1338
40.91,2013-09-20,1338
41.2,2013-09-21,1338
41.5,2013-09-22,1338
41.63,2013-09-23,1339
41.75,2013-09-24,1339
41.88,2013-09-25,1339
42,2013-09-26,1339
42.07,2013-09-27,1339
42.14,2013-09-28,1339
42.2,2013-09-29,1339
42.27,2013-09-30,1340
42.34,2013-10-01,1340
42.42,2013-10-02,1340
42.5,2013-10-03,1340
42.58,2013-10-04,1340
42.57,2013-10-05,1340
42.55,2013-10-06,1340
42.53,2013-10-07,1341
42.52,2013-10-08,1341
42.5,2013-10-09,1341
42.5,2013-10-10,1341
42.5,2013-10-11,1341
42.43,2013-10-12,1341
42.36,2013-10-13,1341
42.29,2013-10-14,1342
42.24,2013-10-15,1342
42.19,2013-10-16,1342
42.18,2013-10-17,1342
42.17,2013-10-18,1342
42.12,2013-10-19,1342
42.07,2013-10-20,1342
42.02,2013-10-21,1343
41.93,2013-10-22,1343
41.84,2013-10-23,1343
41.84,2013-10-24,1343
41.85,2013-10-25,1343
41.84,2013-10-26,1343
41.84,2013-10-27,1343
41.84,2013-10-28,1344
41.83,2013-10-29,1344
41.82,2013-10-30,1344
41.8,2013-10-31,1344
41.78,2013-11-01,1344
41.76,2013-11-02,1344
41.73,2013-11-03,1344
41.7,2013-11-04,1345
41.66,2013-11-05,1345
41.62,2013-11-06,1345
41.59,2013-11-07,1345
41.55,2013-11-08,1345
41.54,2013-11-09,1345
41.52,2013-11-10,1345
41.51,2013-11-11,1346
41.48,2013-11-12,1346
41.44,2013-11-13,1346
41.43,2013-11-14,1346
41.42,2013-11-15,1346
41.43,2013-11-16,1346
41.44,2013-11-17,1346
41.45,2013-11-18,1347
41.49,2013-11-19,1347
41.53,2013-11-20,1347
41.54,2013-11-21,1347
41.58,2013-11-22,1347
41.6,2013-11-23,1347
41.62,2013-11-24,1347
41.64,2013-11-25,1348
41.69,2013-11-26,1348
41.74,2013-11-27,1348
41.82,2013-11-28,1348
41.89,2013-11-29,1348
41.97,2013-11-30,1348
42.04,2013-12-01,1348
42.11,2013-12-02,1349
42.14,2013-12-03,1349
42.18,2013-12-04,1349
42.19,2013-12-05,1349
42.2,2013-12-06,1349
42.18,2013-12-07,1349
42.16,2013-12-08,1349
